number,type,short_description,category,priority,state,opened_at,resolved_at,assignment_group,region,related_ci
CHG0007154,Change Request,Emergency change: cycle-count variance file rejected for store w569,Inventory & Stock Sync,3,Scheduled,2025-12-02 15:58,,Merch Systems,KwaZulu-Natal,Stock-Sync-Job-12
INC0010466,Incident,Invoice EDI mismatch blocking GRN for DC 13,Supply Chain EDI,2,Closed,2026-03-02 10:00,2026-03-02 20:58,Integration Hub,National / Online,EDI-Gateway-05
INC0010467,Incident,Wi-Fi outage in backup area of store W560 — RF guns offline,Store Network & Connectivity,2,Closed,2026-04-16 14:15,2026-04-17 10:20,Network Ops,Eastern Cape,Store-Router-16
INC0010468,Incident,Picking app not releasing waves at DC 10,Order Fulfilment,3,Resolved,2026-05-06 14:08,2026-05-07 16:10,Fulfilment Tech,National / Online,OMS-Core-22
INC0010469,Incident,"Receipt printer failure on till 3, store W485",POS & Tills,3,Closed,2026-02-28 19:02,2026-03-02 18:37,Store Systems,Western Cape,POS-Terminal-25
CHG0007155,Change Request,Patch release for promotion prm-9909 double-discounting online,Pricing & Promotions,3,Closed,2025-11-24 18:02,2025-11-25 14:36,Merch Systems,Gauteng,Promo-Engine-09
PRB0004156,Problem,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,2,Root Cause Analysis,2026-03-19 10:38,,Loyalty Platform,Gauteng,Loyalty-API-02
PRB0004157,Problem,Courier manifest not generated for 10 orders,Order Fulfilment,4,Resolved,2026-03-24 14:40,2026-03-26 01:21,Fulfilment Tech,KwaZulu-Natal,OMS-Core-06
INC0010470,Incident,Stock-on-hand not syncing to online for DC 5 range,Inventory & Stock Sync,4,In Progress,2025-11-08 07:23,,Merch Systems,KwaZulu-Natal,Stock-Sync-Job-09
INC0010471,Incident,WRewards linking failing in app with error ERR-801,WRewards Loyalty,3,Resolved,2026-03-08 20:23,2026-03-11 16:39,Loyalty Platform,KwaZulu-Natal,Loyalty-API-23
CHG0007156,Change Request,Patch release for voucher prm-6608 redeemable multiple times — exposure risk,Gift Cards & Vouchers,4,Implement,2026-05-27 17:29,,Payments Ops,Gauteng,GiftCard-Service-25
INC0010472,Incident,Dual-message settlement mismatch for trading date 2026-02-27,Payments & EFT,4,In Progress,2025-12-08 17:15,,Payments Ops,National / Online,EFT-Switch-15
CHG0007157,Change Request,"Patch release for checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,3,Scheduled,2026-06-22 07:07,,Digital Commerce,Western Cape,Checkout-Service-14
INC0010473,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,3,Closed,2025-10-15 10:43,2025-10-17 15:10,Digital Commerce,Free State,Checkout-Service-11
INC0010474,Incident,Stock sync job overran window by 27 hours — online availability stale,Inventory & Stock Sync,4,Resolved,2026-05-24 18:17,2026-05-28 18:09,Merch Systems,KwaZulu-Natal,Stock-Sync-Job-14
INC0010475,Incident,Dual-message settlement mismatch for trading date 2026-05-28,Payments & EFT,4,Closed,2025-10-24 07:18,2025-10-26 09:47,Payments Ops,National / Online,EFT-Switch-04
INC0010476,Incident,Barcode scanner intermittently not reading at store W470,POS & Tills,4,Closed,2025-10-14 12:53,2025-10-18 14:24,Store Systems,National / Online,POS-Terminal-10
PRB0004158,Problem,Stock sync job overran window by 43 hours — online availability stale,Inventory & Stock Sync,2,Closed,2025-09-28 15:29,2025-09-29 00:33,Merch Systems,Western Cape,Stock-Sync-Job-25
CHG0007158,Change Request,Deploy fix for product images not propagating from pim to web,Product Master Data,3,Scheduled,2025-12-30 20:27,,Data Services,Western Cape,PIM-Hub-04
INC0010477,Incident,"Voucher barcode not scanning at till, store W290",Gift Cards & Vouchers,4,Closed,2026-04-05 11:15,2026-04-08 19:42,Payments Ops,Western Cape,GiftCard-Service-37
PRB0004159,Problem,Courier manifest not generated for 56 orders,Order Fulfilment,3,Resolved,2025-11-20 16:40,2025-11-21 15:59,Fulfilment Tech,Western Cape,OMS-Core-09
PRB0004160,Problem,"Receipt printer failure on till 7, store W378",POS & Tills,4,Closed,2026-03-30 16:18,2026-04-03 17:24,Store Systems,Gauteng,POS-Terminal-37
INC0010478,Incident,"Loyalty card lookup timing out at till, store W195",WRewards Loyalty,2,Closed,2026-01-17 07:51,2026-01-18 05:22,Loyalty Platform,KwaZulu-Natal,Loyalty-API-08
PRB0004161,Problem,Cycle-count variance file rejected for store W263,Inventory & Stock Sync,3,Root Cause Analysis,2026-06-13 17:23,,Merch Systems,Limpopo,Stock-Sync-Job-04
INC0010479,Incident,Courier manifest not generated for 29 orders,Order Fulfilment,3,In Progress,2026-03-27 09:28,,Fulfilment Tech,Gauteng,OMS-Core-32
INC0010480,Incident,Price file failed to deploy to 58 stores overnight,Pricing & Promotions,2,Closed,2025-11-21 14:23,2025-11-21 22:48,Merch Systems,Gauteng,Promo-Engine-34
INC0010481,Incident,"POS EOD batch stuck at store W261, trading day not closed",POS & Tills,2,Closed,2026-02-11 19:43,2026-02-12 00:37,Store Systems,Gauteng,POS-Terminal-16
INC0010482,Incident,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,3,Closed,2026-01-19 20:36,2026-01-20 21:37,Fulfilment Tech,Eastern Cape,OMS-Core-29
INC0010483,Incident,"Mismatch between shelf-edge label and till price, store W253",Pricing & Promotions,3,Closed,2026-03-08 14:18,2026-03-12 17:56,Merch Systems,National / Online,Promo-Engine-07
INC0010484,Incident,Dual-message settlement mismatch for trading date 2026-02-11,Payments & EFT,3,Closed,2026-06-14 06:44,2026-06-15 18:40,Payments Ops,Northern Cape,EFT-Switch-06
PRB0004162,Problem,Gift card balance enquiry timing out online,Gift Cards & Vouchers,2,Fix in Progress,2025-12-27 17:46,,Payments Ops,National / Online,GiftCard-Service-17
INC0010485,Incident,Markdown batch stuck — clearance prices not live,Pricing & Promotions,3,Closed,2025-10-07 12:27,2025-10-10 04:59,Merch Systems,National / Online,Promo-Engine-20
CHG0007159,Change Request,Deploy fix for checkout payment step returning 502 for 44% of sessions,Online Checkout,2,Implement,2025-11-19 12:21,,Digital Commerce,KwaZulu-Natal,Checkout-Service-34
PRB0004163,Problem,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,3,Root Cause Analysis,2026-04-12 16:02,,Loyalty Platform,Western Cape,Loyalty-API-19
INC0010486,Incident,App checkout button unresponsive on iOS 61,Mobile App,3,New,2026-01-09 18:02,,Digital Commerce,KwaZulu-Natal,Mobile-BFF-35
INC0010487,Incident,Stock-on-hand not syncing to online for DC 8 range,Inventory & Stock Sync,2,Resolved,2025-09-24 12:17,2025-09-25 07:41,Merch Systems,Gauteng,Stock-Sync-Job-19
INC0010488,Incident,"Loyalty card lookup timing out at till, store W356",WRewards Loyalty,3,Closed,2025-07-14 09:18,2025-07-16 02:33,Loyalty Platform,Gauteng,Loyalty-API-18
CHG0007160,Change Request,"Config change: receipt printer failure on till 8, store w418",POS & Tills,1,Authorise,2025-07-23 18:12,,Store Systems,National / Online,POS-Terminal-25
INC0010489,Incident,Checkout payment step returning 502 for 33% of sessions,Online Checkout,4,New,2026-03-14 06:27,,Digital Commerce,Northern Cape,Checkout-Service-28
INC0010490,Incident,Promotion PRM-9902 double-discounting online,Pricing & Promotions,3,On Hold,2025-08-10 11:31,,Merch Systems,National / Online,Promo-Engine-25
INC0010491,Incident,Negative SOH values appearing for 48 SKUs after nightly sync,Inventory & Stock Sync,3,Closed,2025-08-24 12:13,2025-08-28 17:31,Merch Systems,Gauteng,Stock-Sync-Job-16
INC0010492,Incident,Bulk corporate gift card load failed for 17 cards,Gift Cards & Vouchers,2,In Progress,2026-06-16 16:21,,Payments Ops,Western Cape,GiftCard-Service-36
INC0010493,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,3,Closed,2025-11-06 08:19,2025-11-08 16:43,Digital Commerce,Gauteng,Checkout-Service-08
INC0010494,Incident,Markdown batch stuck — clearance prices not live,Pricing & Promotions,3,Closed,2025-08-28 19:44,2025-08-31 01:30,Merch Systems,Western Cape,Promo-Engine-28
INC0010495,Incident,Gift card balance enquiry timing out online,Gift Cards & Vouchers,4,Closed,2025-10-31 11:26,2025-11-01 18:33,Payments Ops,Western Cape,GiftCard-Service-30
PRB0004164,Problem,3-D Secure redirect loop on mobile web checkout,Online Checkout,4,Fix in Progress,2026-03-10 15:04,,Digital Commerce,Eastern Cape,Checkout-Service-36
INC0010496,Incident,WRewards linking failing in app with error ERR-783,WRewards Loyalty,4,Closed,2025-07-22 14:40,2025-07-23 21:07,Loyalty Platform,Western Cape,Loyalty-API-19
INC0010497,Incident,Till 15 frozen on tender screen at store W142,POS & Tills,3,Closed,2025-10-03 14:16,2025-10-06 09:00,Store Systems,Gauteng,POS-Terminal-15
INC0010498,Incident,WRewards linking failing in app with error ERR-788,WRewards Loyalty,3,Closed,2026-05-11 11:21,2026-05-12 08:31,Loyalty Platform,Western Cape,Loyalty-API-36
CHG0007161,Change Request,"Config change: loyalty card lookup timing out at till, store w374",WRewards Loyalty,3,Scheduled,2026-06-10 13:26,,Loyalty Platform,National / Online,Loyalty-API-14
INC0010499,Incident,Till 10 frozen on tender screen at store W231,POS & Tills,4,Resolved,2026-06-17 17:52,2026-06-21 09:53,Store Systems,Limpopo,POS-Terminal-35
INC0010500,Incident,Promotion PRM-1158 double-discounting online,Pricing & Promotions,4,Closed,2026-02-20 19:25,2026-02-22 23:57,Merch Systems,Western Cape,Promo-Engine-33
INC0010501,Incident,Push notifications not delivered for order updates,Mobile App,3,Closed,2025-12-31 09:13,2026-01-02 02:11,Digital Commerce,Gauteng,Mobile-BFF-34
INC0010502,Incident,Gift card balance enquiry timing out online,Gift Cards & Vouchers,3,In Progress,2026-04-20 09:02,,Payments Ops,National / Online,GiftCard-Service-11
INC0010503,Incident,POS terminal offline — store W365 unable to trade on 6 lanes,POS & Tills,3,In Progress,2025-11-23 15:02,,Store Systems,Eastern Cape,POS-Terminal-15
INC0010504,Incident,Bank switch latency above 8s causing tender timeouts,Payments & EFT,3,Resolved,2025-08-22 16:05,2025-08-25 15:17,Payments Ops,Western Cape,EFT-Switch-17
CHG0007162,Change Request,Deploy fix for wrewards linking failing in app with error err-752,WRewards Loyalty,4,Closed,2026-06-12 17:24,2026-06-14 18:45,Loyalty Platform,National / Online,Loyalty-API-02
INC0010505,Incident,"POS EOD batch stuck at store W326, trading day not closed",POS & Tills,3,In Progress,2026-04-19 16:12,,Store Systems,Western Cape,POS-Terminal-12
INC0010506,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,2,Closed,2026-05-30 06:14,2026-05-30 18:24,Digital Commerce,Western Cape,Checkout-Service-22
INC0010507,Incident,AS2 certificate expiry caused vendor FreshCo channel outage,Supply Chain EDI,4,New,2026-05-12 06:35,,Integration Hub,Free State,EDI-Gateway-20
CHG0007163,Change Request,"Deploy fix for pos eod batch stuck at store w195, trading day not closed",POS & Tills,4,Implement,2026-02-01 17:49,,Store Systems,Western Cape,POS-Terminal-38
INC0010508,Incident,"Voucher barcode not scanning at till, store W358",Gift Cards & Vouchers,2,On Hold,2026-06-05 11:40,,Payments Ops,Eastern Cape,GiftCard-Service-29
INC0010509,Incident,Delivery slot selection failing for Free State customers,Online Checkout,4,Closed,2025-09-23 10:21,2025-09-24 23:58,Digital Commerce,Northern Cape,Checkout-Service-12
INC0010510,Incident,Purchase order acknowledgements not reaching vendor HomewareHub,Supply Chain EDI,3,Closed,2026-03-05 19:02,2026-03-09 14:21,Integration Hub,Northern Cape,EDI-Gateway-02
INC0010511,Incident,High packet loss to data centre from KwaZulu-Natal stores,Store Network & Connectivity,4,Closed,2026-05-17 14:08,2026-05-19 18:51,Network Ops,North West,Store-Router-27
INC0010512,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,2,Closed,2026-02-23 15:55,2026-02-24 00:56,Digital Commerce,Western Cape,Checkout-Service-22
INC0010513,Incident,Store W207 receiving not reflecting in inventory ledger,Inventory & Stock Sync,2,Resolved,2026-05-29 08:05,2026-05-29 17:37,Merch Systems,Western Cape,Stock-Sync-Job-26
INC0010514,Incident,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,3,Resolved,2025-09-07 20:22,2025-09-10 06:17,Digital Commerce,Western Cape,Checkout-Service-30
CHG0007164,Change Request,"Config change: tap-to-pay failing on new terminals, store w503",Payments & EFT,3,Authorise,2026-03-20 15:53,,Payments Ops,Gauteng,EFT-Switch-39
INC0010515,Incident,Product images not propagating from PIM to web,Product Master Data,4,Closed,2025-12-11 09:42,2025-12-15 09:52,Data Services,National / Online,PIM-Hub-06
PRB0004165,Problem,Cycle-count variance file rejected for store W538,Inventory & Stock Sync,4,Resolved,2025-09-04 09:10,2025-09-07 11:05,Merch Systems,National / Online,Stock-Sync-Job-06
CHG0007165,Change Request,Emergency change: duplicate vouchers issued to 58 members,WRewards Loyalty,2,Authorise,2026-04-12 17:15,,Loyalty Platform,KwaZulu-Natal,Loyalty-API-30
INC0010516,Incident,Push notifications not delivered for order updates,Mobile App,3,Closed,2025-10-18 12:05,2025-10-20 00:56,Digital Commerce,Gauteng,Mobile-BFF-21
INC0010517,Incident,Voucher PRM-3417 redeemable multiple times — exposure risk,Gift Cards & Vouchers,2,Closed,2025-11-09 16:12,2025-11-10 16:09,Payments Ops,KwaZulu-Natal,GiftCard-Service-14
PRB0004166,Problem,Order ORD-378515 split incorrectly across fulfilment nodes,Order Fulfilment,3,Fix in Progress,2026-05-19 06:03,,Fulfilment Tech,Western Cape,OMS-Core-40
PRB0004167,Problem,Barcode scanner intermittently not reading at store W307,POS & Tills,2,Closed,2026-06-09 06:12,2026-06-09 11:32,Store Systems,KwaZulu-Natal,POS-Terminal-15
PRB0004168,Problem,Courier manifest not generated for 44 orders,Order Fulfilment,3,Resolved,2026-02-09 16:21,2026-02-11 05:19,Fulfilment Tech,Gauteng,OMS-Core-11
PRB0004169,Problem,Voucher PRM-9682 redeemable multiple times — exposure risk,Gift Cards & Vouchers,1,Closed,2025-09-03 19:29,2025-09-03 21:31,Payments Ops,Gauteng,GiftCard-Service-30
INC0010518,Incident,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,3,Closed,2025-08-18 18:24,2025-08-20 07:54,Digital Commerce,Western Cape,Checkout-Service-39
INC0010519,Incident,EFT declines spiking at store W539 — response code 91,Payments & EFT,4,Closed,2025-09-16 18:47,2025-09-18 16:32,Payments Ops,National / Online,EFT-Switch-10
INC0010520,Incident,"Primary link down at store W117, all cloud services impacted",Store Network & Connectivity,4,Closed,2026-06-25 20:47,2026-06-27 05:20,Network Ops,KwaZulu-Natal,Store-Router-24
PRB0004170,Problem,"POS EOD batch stuck at store W142, trading day not closed",POS & Tills,1,Root Cause Analysis,2026-06-26 11:54,,Store Systems,Eastern Cape,POS-Terminal-25
INC0010521,Incident,Checkout payment step returning 502 for 25% of sessions,Online Checkout,3,Closed,2026-05-06 18:17,2026-05-09 06:16,Digital Commerce,Limpopo,Checkout-Service-17
INC0010522,Incident,"Tap-to-pay failing on new terminals, store W449",Payments & EFT,4,Closed,2026-04-01 08:27,2026-04-04 19:43,Payments Ops,National / Online,EFT-Switch-15
CHG0007166,Change Request,"Config change: receipt printer failure on till 5, store w398",POS & Tills,4,Closed,2026-03-17 16:50,2026-03-21 14:45,Store Systems,KwaZulu-Natal,POS-Terminal-20
PRB0004171,Problem,Checkout payment step returning 502 for 8% of sessions,Online Checkout,2,Root Cause Analysis,2026-04-30 11:27,,Digital Commerce,Gauteng,Checkout-Service-39
PRB0004172,Problem,"Tap-to-pay failing on new terminals, store W505",Payments & EFT,4,Resolved,2026-05-07 08:38,2026-05-09 21:57,Payments Ops,Gauteng,EFT-Switch-12
INC0010523,Incident,Stock-on-hand not syncing to online for DC 12 range,Inventory & Stock Sync,2,New,2026-03-31 11:14,,Merch Systems,Gauteng,Stock-Sync-Job-06
CHG0007167,Change Request,Emergency change: negative soh values appearing for 31 skus after nightly sync,Inventory & Stock Sync,3,Closed,2026-06-23 16:01,2026-06-25 16:19,Merch Systems,KwaZulu-Natal,Stock-Sync-Job-33
INC0010524,Incident,EFT declines spiking at store W323 — response code 91,Payments & EFT,3,Resolved,2025-07-23 10:35,2025-07-27 07:55,Payments Ops,Western Cape,EFT-Switch-13
CHG0007168,Change Request,Config change: asn messages from vendor dairydirect failing schema validation,Supply Chain EDI,2,Closed,2026-01-19 19:41,2026-01-20 21:27,Integration Hub,Eastern Cape,EDI-Gateway-32
INC0010525,Incident,"Tap-to-pay failing on new terminals, store W312",Payments & EFT,2,Closed,2025-07-03 11:24,2025-07-03 19:47,Payments Ops,Gauteng,EFT-Switch-17
CHG0007169,Change Request,Emergency change: barcode scanner intermittently not reading at store w529,POS & Tills,3,Closed,2026-01-13 11:44,2026-01-13 23:12,Store Systems,Gauteng,POS-Terminal-04
CHG0007170,Change Request,Emergency change: eft declines spiking at store w140 — response code 91,Payments & EFT,3,Implement,2026-06-14 14:16,,Payments Ops,Limpopo,EFT-Switch-04
CHG0007171,Change Request,"Patch release for checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,3,Implement,2026-04-27 09:04,,Digital Commerce,KwaZulu-Natal,Checkout-Service-37
CHG0007172,Change Request,Emergency change: duplicate barcodes detected for 32 products,Product Master Data,3,Closed,2025-11-02 20:53,2025-11-03 23:30,Data Services,Western Cape,PIM-Hub-39
INC0010526,Incident,ASN messages from vendor TextilePro failing schema validation,Supply Chain EDI,3,Resolved,2025-09-12 08:24,2025-09-13 21:02,Integration Hub,Western Cape,EDI-Gateway-19
PRB0004173,Problem,Order ORD-952302 split incorrectly across fulfilment nodes,Order Fulfilment,3,Root Cause Analysis,2025-12-17 16:14,,Fulfilment Tech,Free State,OMS-Core-23
CHG0007173,Change Request,Deploy fix for gift card balance enquiry timing out online,Gift Cards & Vouchers,3,Authorise,2026-05-02 20:11,,Payments Ops,Gauteng,GiftCard-Service-02
INC0010527,Incident,Cycle-count variance file rejected for store W367,Inventory & Stock Sync,2,In Progress,2026-01-06 20:01,,Merch Systems,Gauteng,Stock-Sync-Job-17
INC0010528,Incident,Stock-on-hand not syncing to online for DC 5 range,Inventory & Stock Sync,4,Closed,2026-03-26 20:51,2026-03-29 09:08,Merch Systems,Gauteng,Stock-Sync-Job-19
INC0010529,Incident,Till 8 frozen on tender screen at store W563,POS & Tills,2,New,2026-05-28 17:48,,Store Systems,Eastern Cape,POS-Terminal-32
PRB0004174,Problem,Store W552 receiving not reflecting in inventory ledger,Inventory & Stock Sync,1,Closed,2026-05-28 06:36,2026-05-28 11:48,Merch Systems,Western Cape,Stock-Sync-Job-15
CHG0007174,Change Request,Deploy fix for high packet loss to data centre from north west stores,Store Network & Connectivity,4,Scheduled,2025-08-02 12:21,,Network Ops,Free State,Store-Router-26
INC0010530,Incident,Voucher PRM-4455 redeemable multiple times — exposure risk,Gift Cards & Vouchers,1,In Progress,2025-12-02 18:32,,Payments Ops,KwaZulu-Natal,GiftCard-Service-40
INC0010531,Incident,EFT declines spiking at store W450 — response code 91,Payments & EFT,2,Closed,2026-03-28 13:04,2026-03-28 16:38,Payments Ops,National / Online,EFT-Switch-12
INC0010532,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,3,Closed,2026-05-21 20:59,2026-05-23 18:06,Digital Commerce,Gauteng,Checkout-Service-35
PRB0004175,Problem,EFT declines spiking at store W137 — response code 91,Payments & EFT,3,Closed,2026-05-13 15:13,2026-05-14 20:28,Payments Ops,Mpumalanga,EFT-Switch-29
CHG0007175,Change Request,Config change: gift card redemption declining with error err-139 at store w514,Gift Cards & Vouchers,4,Authorise,2025-11-07 15:36,,Payments Ops,Gauteng,GiftCard-Service-16
INC0010533,Incident,"Receipt printer failure on till 3, store W461",POS & Tills,3,Closed,2026-01-13 14:52,2026-01-14 21:48,Store Systems,Western Cape,POS-Terminal-03
PRB0004176,Problem,Stock sync job overran window by 34 hours — online availability stale,Inventory & Stock Sync,3,Root Cause Analysis,2026-04-03 13:28,,Merch Systems,National / Online,Stock-Sync-Job-01
INC0010534,Incident,Router config drift detected at store W263 after change,Store Network & Connectivity,2,Closed,2026-02-14 09:13,2026-02-14 18:09,Network Ops,National / Online,Store-Router-33
CHG0007176,Change Request,Patch release for eft declines spiking at store w247 — response code 91,Payments & EFT,3,Scheduled,2025-10-20 13:46,,Payments Ops,Mpumalanga,EFT-Switch-33
INC0010535,Incident,ASN messages from vendor AgriSupply failing schema validation,Supply Chain EDI,1,In Progress,2026-06-02 10:23,,Integration Hub,Eastern Cape,EDI-Gateway-30
CHG0007177,Change Request,Emergency change: wrewards linking failing in app with error err-275,WRewards Loyalty,4,Closed,2026-03-21 07:25,2026-03-22 10:13,Loyalty Platform,National / Online,Loyalty-API-31
CHG0007178,Change Request,Emergency change: 3-d secure redirect loop on mobile web checkout,Online Checkout,2,Closed,2025-12-09 16:11,2025-12-09 22:29,Digital Commerce,KwaZulu-Natal,Checkout-Service-34
INC0010536,Incident,3-D Secure redirect loop on mobile web checkout,Online Checkout,4,Closed,2025-09-22 14:44,2025-09-25 11:28,Digital Commerce,Mpumalanga,Checkout-Service-37
CHG0007179,Change Request,Config change: router config drift detected at store w449 after change,Store Network & Connectivity,1,Closed,2025-07-20 19:34,2025-07-21 03:13,Network Ops,Free State,Store-Router-22
INC0010537,Incident,3-D Secure redirect loop on mobile web checkout,Online Checkout,3,Resolved,2025-09-15 20:47,2025-09-17 02:39,Digital Commerce,KwaZulu-Natal,Checkout-Service-28
PRB0004177,Problem,Bulk corporate gift card load failed for 39 cards,Gift Cards & Vouchers,3,Resolved,2025-09-20 20:50,2025-09-22 05:37,Payments Ops,National / Online,GiftCard-Service-34
INC0010538,Incident,Cycle-count variance file rejected for store W166,Inventory & Stock Sync,3,In Progress,2025-09-25 09:04,,Merch Systems,Gauteng,Stock-Sync-Job-22
PRB0004178,Problem,Gift card balance enquiry timing out online,Gift Cards & Vouchers,3,Root Cause Analysis,2026-04-09 14:39,,Payments Ops,Gauteng,GiftCard-Service-33
INC0010539,Incident,AS2 certificate expiry caused vendor CapeMills channel outage,Supply Chain EDI,2,On Hold,2025-10-07 14:28,,Integration Hub,Gauteng,EDI-Gateway-25
CHG0007180,Change Request,Patch release for eft declines spiking at store w405 — response code 91,Payments & EFT,2,Closed,2026-05-07 14:06,2026-05-08 16:16,Payments Ops,KwaZulu-Natal,EFT-Switch-03
INC0010540,Incident,Bank switch latency above 8s causing tender timeouts,Payments & EFT,3,In Progress,2026-01-18 11:23,,Payments Ops,National / Online,EFT-Switch-39
INC0010541,Incident,Dual-message settlement mismatch for trading date 2026-01-24,Payments & EFT,3,Resolved,2025-11-28 13:46,2025-12-01 17:45,Payments Ops,Free State,EFT-Switch-05
INC0010542,Incident,Promotion PRM-5554 double-discounting online,Pricing & Promotions,2,Closed,2025-11-05 10:03,2025-11-05 20:06,Merch Systems,Western Cape,Promo-Engine-05
CHG0007181,Change Request,Patch release for gift card redemption declining with error err-500 at store w275,Gift Cards & Vouchers,3,Closed,2026-02-16 18:08,2026-02-17 07:19,Payments Ops,Limpopo,GiftCard-Service-38
INC0010543,Incident,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,3,On Hold,2025-08-09 10:36,,Fulfilment Tech,KwaZulu-Natal,OMS-Core-35
INC0010544,Incident,Gift card balance enquiry timing out online,Gift Cards & Vouchers,2,In Progress,2025-09-21 09:10,,Payments Ops,Gauteng,GiftCard-Service-35
PRB0004179,Problem,Order ORD-933727 split incorrectly across fulfilment nodes,Order Fulfilment,3,Root Cause Analysis,2025-08-12 19:55,,Fulfilment Tech,Eastern Cape,OMS-Core-39
PRB0004180,Problem,Store W434 receiving not reflecting in inventory ledger,Inventory & Stock Sync,3,Resolved,2025-11-30 09:18,2025-12-02 06:17,Merch Systems,Free State,Stock-Sync-Job-06
PRB0004181,Problem,App login failing with error ERR-916 after release PRM-1856,Mobile App,3,Closed,2026-05-24 07:08,2026-05-24 17:05,Digital Commerce,Gauteng,Mobile-BFF-24
INC0010545,Incident,AS2 certificate expiry caused vendor HomewareHub channel outage,Supply Chain EDI,2,In Progress,2025-07-22 06:21,,Integration Hub,Western Cape,EDI-Gateway-21
PRB0004182,Problem,Duplicate vouchers issued to 58 members,WRewards Loyalty,4,Closed,2026-03-10 13:29,2026-03-11 12:00,Loyalty Platform,North West,Loyalty-API-19
INC0010546,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,2,Closed,2026-01-01 10:31,2026-01-02 08:31,Digital Commerce,Gauteng,Checkout-Service-15
INC0010547,Incident,Bulk corporate gift card load failed for 12 cards,Gift Cards & Vouchers,2,In Progress,2026-04-29 10:33,,Payments Ops,Eastern Cape,GiftCard-Service-35
INC0010548,Incident,EFT declines spiking at store W561 — response code 91,Payments & EFT,2,In Progress,2025-12-14 08:32,,Payments Ops,Mpumalanga,EFT-Switch-33
PRB0004183,Problem,Voucher PRM-8953 redeemable multiple times — exposure risk,Gift Cards & Vouchers,3,Resolved,2026-05-19 07:30,2026-05-20 12:38,Payments Ops,Western Cape,GiftCard-Service-05
INC0010549,Incident,Voucher PRM-6296 redeemable multiple times — exposure risk,Gift Cards & Vouchers,3,On Hold,2026-03-20 06:18,,Payments Ops,Eastern Cape,GiftCard-Service-28
PRB0004184,Problem,Checkout payment step returning 502 for 31% of sessions,Online Checkout,4,Root Cause Analysis,2025-10-14 16:46,,Digital Commerce,KwaZulu-Natal,Checkout-Service-04
INC0010550,Incident,Brand attribute overwritten in bulk update — 13 SKUs affected,Product Master Data,2,On Hold,2026-03-02 12:47,,Data Services,Limpopo,PIM-Hub-31
INC0010551,Incident,3-D Secure redirect loop on mobile web checkout,Online Checkout,3,Closed,2026-05-15 13:39,2026-05-18 12:18,Digital Commerce,KwaZulu-Natal,Checkout-Service-11
INC0010552,Incident,Push notifications not delivered for order updates,Mobile App,3,Resolved,2026-06-07 13:26,2026-06-11 16:40,Digital Commerce,Western Cape,Mobile-BFF-19
INC0010553,Incident,"Receipt printer failure on till 13, store W270",POS & Tills,2,Closed,2026-03-18 13:16,2026-03-19 03:13,Store Systems,National / Online,POS-Terminal-21
CHG0007182,Change Request,Deploy fix for order ord-425904 split incorrectly across fulfilment nodes,Order Fulfilment,3,Implement,2025-10-17 13:08,,Fulfilment Tech,Northern Cape,OMS-Core-11
INC0010554,Incident,"POS EOD batch stuck at store W291, trading day not closed",POS & Tills,3,New,2026-05-10 11:54,,Store Systems,Gauteng,POS-Terminal-18
INC0010555,Incident,App login failing with error ERR-994 after release PRM-3333,Mobile App,3,In Progress,2026-03-09 06:26,,Digital Commerce,Gauteng,Mobile-BFF-21
INC0010556,Incident,Store W431 receiving not reflecting in inventory ledger,Inventory & Stock Sync,3,Resolved,2025-09-04 14:45,2025-09-07 22:59,Merch Systems,Western Cape,Stock-Sync-Job-19
CHG0007183,Change Request,Patch release for duplicate barcodes detected for 56 products,Product Master Data,3,Closed,2025-11-30 09:49,2025-12-03 18:43,Data Services,National / Online,PIM-Hub-39
INC0010557,Incident,Order ORD-312499 split incorrectly across fulfilment nodes,Order Fulfilment,2,Resolved,2025-11-25 11:34,2025-11-26 13:25,Fulfilment Tech,Eastern Cape,OMS-Core-20
INC0010558,Incident,Gift card balance enquiry timing out online,Gift Cards & Vouchers,1,New,2026-03-29 15:00,,Payments Ops,National / Online,GiftCard-Service-06
INC0010559,Incident,Checkout payment step returning 502 for 9% of sessions,Online Checkout,1,Closed,2026-05-14 09:20,2026-05-14 14:51,Digital Commerce,Western Cape,Checkout-Service-34
CHG0007184,Change Request,Emergency change: gift card redemption declining with error err-128 at store w310,Gift Cards & Vouchers,3,Implement,2026-01-04 20:40,,Payments Ops,Free State,GiftCard-Service-09
INC0010560,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,4,Resolved,2026-05-01 09:45,2026-05-02 13:12,Digital Commerce,National / Online,Checkout-Service-18
