key,summary,category,priority,status,created,resolved,team,region,labels
RET-1835,Delivery slot selection failing for Eastern Cape customers,Online Checkout,P3,In Progress,2025-07-06 15:24,,Digital Commerce,Free State,online-checkout
RET-1836,Courier manifest not generated for 4 orders,Order Fulfilment,P3,Resolved,2025-07-16 09:46,2025-07-17 19:12,Fulfilment Tech,Gauteng,order-fulfilment
RET-1837,"Loyalty card lookup timing out at till, store W462",WRewards Loyalty,P3,Resolved,2025-09-10 14:57,2025-09-15 22:39,Loyalty Platform,KwaZulu-Natal,wrewards-loyalty
RET-1838,Unit-of-measure mismatch causing receiving failures at DC 11,Product Master Data,P2,Resolved,2025-09-15 13:51,2025-09-16 01:58,Data Services,North West,product-master-data
RET-1839,"POS EOD batch stuck at store W201, trading day not closed",POS & Tills,P2,In Progress,2025-07-19 08:23,,Store Systems,Western Cape,pos-tills
RET-1840,3-D Secure redirect loop on mobile web checkout,Online Checkout,P3,Resolved,2026-01-31 19:32,2026-02-03 03:43,Digital Commerce,Western Cape,online-checkout
RET-1841,Picking app not releasing waves at DC 18,Order Fulfilment,P2,In Progress,2025-12-18 19:14,,Fulfilment Tech,Gauteng,order-fulfilment
RET-1842,Order ORD-911241 split incorrectly across fulfilment nodes,Order Fulfilment,P3,Resolved,2025-10-15 10:30,2025-10-20 01:42,Fulfilment Tech,Gauteng,order-fulfilment
RET-1843,Negative SOH values appearing for 56 SKUs after nightly sync,Inventory & Stock Sync,P3,In Progress,2025-07-26 10:18,,Merch Systems,National / Online,inventory-stock-sync
RET-1844,Brand attribute overwritten in bulk update — 52 SKUs affected,Product Master Data,P3,Closed,2025-07-29 12:39,2025-08-01 03:21,Data Services,Gauteng,product-master-data
RET-1845,Barcode scanner intermittently not reading at store W243,POS & Tills,P4,Closed,2026-02-23 20:04,2026-02-24 21:06,Store Systems,Gauteng,pos-tills
RET-1846,Router config drift detected at store W262 after change,Store Network & Connectivity,P4,Closed,2025-12-28 17:12,2026-01-02 23:03,Network Ops,Free State,store-network-connectivity
RET-1847,Store W524 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P3,Resolved,2026-01-12 15:13,2026-01-17 17:13,Merch Systems,National / Online,inventory-stock-sync
RET-1848,Stock-on-hand not syncing to online for DC 7 range,Inventory & Stock Sync,P3,Closed,2026-01-15 20:51,2026-01-19 18:27,Merch Systems,Gauteng,inventory-stock-sync
RET-1849,Delivery slot selection failing for Mpumalanga customers,Online Checkout,P3,Closed,2026-03-14 17:31,2026-03-17 23:18,Digital Commerce,North West,online-checkout
RET-1850,Checkout payment step returning 502 for 46% of sessions,Online Checkout,P4,Closed,2026-02-22 07:10,2026-02-27 11:37,Digital Commerce,Western Cape,online-checkout
RET-1851,Checkout payment step returning 502 for 37% of sessions,Online Checkout,P1,Resolved,2026-03-24 15:27,2026-03-25 02:58,Digital Commerce,Western Cape,online-checkout
RET-1852,Barcode scanner intermittently not reading at store W244,POS & Tills,P3,Closed,2025-07-25 15:49,2025-07-29 22:36,Store Systems,Free State,pos-tills
RET-1853,POS terminal offline — store W557 unable to trade on 17 lanes,POS & Tills,P1,Open,2026-02-26 08:28,,Store Systems,Limpopo,pos-tills
RET-1854,Checkout payment step returning 502 for 54% of sessions,Online Checkout,P3,In Progress,2026-01-28 15:15,,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1855,Cycle-count variance file rejected for store W398,Inventory & Stock Sync,P2,Closed,2025-10-14 07:46,2025-10-15 14:46,Merch Systems,National / Online,inventory-stock-sync
RET-1856,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P3,Closed,2025-09-07 19:11,2025-09-11 04:25,Loyalty Platform,Western Cape,wrewards-loyalty
RET-1857,Brand attribute overwritten in bulk update — 61 SKUs affected,Product Master Data,P4,In Progress,2026-05-15 09:33,,Data Services,Mpumalanga,product-master-data
RET-1858,"Mismatch between shelf-edge label and till price, store W392",Pricing & Promotions,P2,Closed,2025-11-19 17:55,2025-11-20 11:24,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1859,High packet loss to data centre from Northern Cape stores,Store Network & Connectivity,P4,Resolved,2025-09-19 10:45,2025-09-24 05:14,Network Ops,Western Cape,store-network-connectivity
RET-1860,Cycle-count variance file rejected for store W270,Inventory & Stock Sync,P2,Open,2026-01-22 06:41,,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1861,EFT declines spiking at store W307 — response code 91,Payments & EFT,P2,Closed,2025-10-24 16:43,2025-10-25 21:04,Payments Ops,Eastern Cape,payments-eft
RET-1862,Basket total mismatch after promo applied at checkout,Online Checkout,P4,Closed,2026-03-15 18:28,2026-03-20 22:35,Digital Commerce,Eastern Cape,online-checkout
RET-1863,Picking app not releasing waves at DC 10,Order Fulfilment,P2,Closed,2026-06-25 09:19,2026-06-25 20:48,Fulfilment Tech,Eastern Cape,order-fulfilment
RET-1864,Price file failed to deploy to 15 stores overnight,Pricing & Promotions,P3,Closed,2026-01-10 16:24,2026-01-11 09:37,Merch Systems,Western Cape,pricing-promotions
RET-1865,Markdown batch stuck — clearance prices not live,Pricing & Promotions,P3,Closed,2026-01-13 20:57,2026-01-19 03:46,Merch Systems,Eastern Cape,pricing-promotions
RET-1866,Stock-on-hand not syncing to online for DC 9 range,Inventory & Stock Sync,P4,Closed,2026-01-31 20:40,2026-02-05 01:15,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1867,Delivery slot selection failing for Western Cape customers,Online Checkout,P4,Resolved,2026-05-01 16:29,2026-05-05 19:38,Digital Commerce,Mpumalanga,online-checkout
RET-1868,Store W267 on 4G failover — degraded POS response,Store Network & Connectivity,P3,Blocked,2025-10-28 08:13,,Network Ops,Free State,store-network-connectivity
RET-1869,"Tap-to-pay failing on new terminals, store W433",Payments & EFT,P4,Closed,2026-03-30 16:55,2026-04-04 05:06,Payments Ops,National / Online,payments-eft
RET-1870,Barcode scanner intermittently not reading at store W156,POS & Tills,P4,In Progress,2026-06-13 16:58,,Store Systems,Eastern Cape,pos-tills
RET-1871,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P2,In Progress,2026-01-18 16:55,,Payments Ops,Western Cape,payments-eft
RET-1872,Store W383 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P3,Resolved,2025-09-10 10:54,2025-09-13 23:04,Merch Systems,Eastern Cape,inventory-stock-sync
RET-1873,3-D Secure redirect loop on mobile web checkout,Online Checkout,P4,Closed,2025-12-29 15:31,2026-01-01 13:07,Digital Commerce,Mpumalanga,online-checkout
RET-1874,Order ORD-944443 split incorrectly across fulfilment nodes,Order Fulfilment,P3,Open,2025-11-21 19:53,,Fulfilment Tech,North West,order-fulfilment
RET-1875,Promotion PRM-6996 double-discounting online,Pricing & Promotions,P2,Closed,2025-07-08 17:06,2025-07-09 02:54,Merch Systems,Eastern Cape,pricing-promotions
RET-1876,Images not loading on home screen — CDN 403s,Mobile App,P3,Closed,2025-10-03 10:25,2025-10-08 12:09,Digital Commerce,Gauteng,mobile-app
RET-1877,Markdown batch stuck — clearance prices not live,Pricing & Promotions,P1,Closed,2025-10-03 10:50,2025-10-03 13:49,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1878,ASN messages from vendor HomewareHub failing schema validation,Supply Chain EDI,P4,Resolved,2026-06-08 15:55,2026-06-10 22:15,Integration Hub,Gauteng,supply-chain-edi
RET-1879,Click-and-collect orders stuck in ALLOCATED for store W526,Order Fulfilment,P1,Resolved,2025-10-29 11:09,2025-10-29 19:00,Fulfilment Tech,North West,order-fulfilment
RET-1880,Product images not propagating from PIM to web,Product Master Data,P4,Closed,2026-03-07 19:42,2026-03-11 05:58,Data Services,Western Cape,product-master-data
RET-1881,Courier manifest not generated for 46 orders,Order Fulfilment,P3,Closed,2026-06-10 07:09,2026-06-14 17:34,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1882,Courier manifest not generated for 52 orders,Order Fulfilment,P3,In Progress,2026-02-27 07:57,,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1883,Cycle-count variance file rejected for store W437,Inventory & Stock Sync,P3,Closed,2025-09-05 12:21,2025-09-10 17:54,Merch Systems,Gauteng,inventory-stock-sync
RET-1884,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P3,Open,2026-05-04 11:53,,Loyalty Platform,Limpopo,wrewards-loyalty
RET-1885,App crash on product page for Android 42% of sessions,Mobile App,P4,Closed,2026-06-18 19:51,2026-06-23 15:07,Digital Commerce,Eastern Cape,mobile-app
RET-1886,"POS EOD batch stuck at store W319, trading day not closed",POS & Tills,P3,In Progress,2026-05-31 17:34,,Store Systems,Eastern Cape,pos-tills
RET-1887,WRewards linking failing in app with error ERR-797,WRewards Loyalty,P3,Closed,2026-06-21 09:24,2026-06-24 15:38,Loyalty Platform,KwaZulu-Natal,wrewards-loyalty
RET-1888,"Voucher barcode not scanning at till, store W309",Gift Cards & Vouchers,P3,Resolved,2026-06-12 08:29,2026-06-13 02:38,Payments Ops,National / Online,gift-cards-vouchers
RET-1889,Duplicate barcodes detected for 16 products,Product Master Data,P3,Closed,2026-05-06 17:00,2026-05-10 13:19,Data Services,Eastern Cape,product-master-data
RET-1890,Delivery slot selection failing for Northern Cape customers,Online Checkout,P2,Closed,2025-09-21 20:50,2025-09-23 04:06,Digital Commerce,North West,online-checkout
RET-1891,Barcode scanner intermittently not reading at store W415,POS & Tills,P3,Open,2025-11-24 12:38,,Store Systems,National / Online,pos-tills
RET-1892,Basket total mismatch after promo applied at checkout,Online Checkout,P3,In Progress,2025-12-18 19:25,,Digital Commerce,Gauteng,online-checkout
RET-1893,Gift card redemption declining with error ERR-706 at store W116,Gift Cards & Vouchers,P4,Closed,2026-06-29 06:18,2026-07-04 01:02,Payments Ops,Limpopo,gift-cards-vouchers
RET-1894,Till 18 frozen on tender screen at store W173,POS & Tills,P3,Open,2025-09-18 08:11,,Store Systems,Gauteng,pos-tills
RET-1895,App checkout button unresponsive on iOS 21,Mobile App,P3,Resolved,2026-01-28 16:51,2026-01-31 13:34,Digital Commerce,National / Online,mobile-app
RET-1896,Checkout payment step returning 502 for 2% of sessions,Online Checkout,P1,Open,2025-12-07 08:59,,Digital Commerce,North West,online-checkout
RET-1897,Stock-on-hand not syncing to online for DC 12 range,Inventory & Stock Sync,P3,Closed,2026-03-26 14:31,2026-03-31 06:00,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1898,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P4,Closed,2025-10-21 19:40,2025-10-26 01:11,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1899,Negative SOH values appearing for 51 SKUs after nightly sync,Inventory & Stock Sync,P3,Resolved,2026-04-16 06:46,2026-04-16 21:24,Merch Systems,Western Cape,inventory-stock-sync
RET-1900,"Tap-to-pay failing on new terminals, store W447",Payments & EFT,P3,Closed,2026-05-12 07:40,2026-05-12 19:04,Payments Ops,KwaZulu-Natal,payments-eft
RET-1901,Picking app not releasing waves at DC 9,Order Fulfilment,P3,Resolved,2026-05-20 16:01,2026-05-25 01:12,Fulfilment Tech,Eastern Cape,order-fulfilment
RET-1902,Bulk corporate gift card load failed for 17 cards,Gift Cards & Vouchers,P3,Closed,2026-05-09 09:47,2026-05-12 12:06,Payments Ops,Limpopo,gift-cards-vouchers
RET-1903,High packet loss to data centre from Northern Cape stores,Store Network & Connectivity,P2,Closed,2026-06-21 12:56,2026-06-22 00:28,Network Ops,National / Online,store-network-connectivity
RET-1904,Courier manifest not generated for 46 orders,Order Fulfilment,P3,Closed,2025-11-19 18:10,2025-11-21 13:09,Fulfilment Tech,Western Cape,order-fulfilment
RET-1905,Checkout payment step returning 502 for 14% of sessions,Online Checkout,P1,Closed,2026-06-13 20:08,2026-06-14 05:50,Digital Commerce,Limpopo,online-checkout
RET-1906,"POS EOD batch stuck at store W281, trading day not closed",POS & Tills,P2,Resolved,2026-01-29 15:45,2026-01-30 21:57,Store Systems,KwaZulu-Natal,pos-tills
RET-1907,High packet loss to data centre from KwaZulu-Natal stores,Store Network & Connectivity,P4,Blocked,2026-06-20 07:32,,Network Ops,National / Online,store-network-connectivity
RET-1908,"POS EOD batch stuck at store W410, trading day not closed",POS & Tills,P2,Closed,2026-02-02 12:17,2026-02-03 15:04,Store Systems,Gauteng,pos-tills
RET-1909,Store W213 on 4G failover — degraded POS response,Store Network & Connectivity,P4,Resolved,2026-04-29 12:05,2026-05-04 06:26,Network Ops,KwaZulu-Natal,store-network-connectivity
RET-1910,App crash on product page for Android 14% of sessions,Mobile App,P2,In Progress,2026-06-21 20:29,,Digital Commerce,Gauteng,mobile-app
RET-1911,High packet loss to data centre from Limpopo stores,Store Network & Connectivity,P2,Closed,2026-05-04 14:18,2026-05-05 18:21,Network Ops,Western Cape,store-network-connectivity
RET-1912,POS terminal offline — store W553 unable to trade on 6 lanes,POS & Tills,P3,Blocked,2026-06-09 16:54,,Store Systems,North West,pos-tills
RET-1913,Duplicate vouchers issued to 2 members,WRewards Loyalty,P3,Resolved,2026-06-29 18:13,2026-07-02 05:23,Loyalty Platform,KwaZulu-Natal,wrewards-loyalty
RET-1914,"Primary link down at store W384, all cloud services impacted",Store Network & Connectivity,P1,In Progress,2025-11-30 11:34,,Network Ops,North West,store-network-connectivity
RET-1915,Promotion PRM-8034 double-discounting online,Pricing & Promotions,P1,Closed,2026-04-23 09:34,2026-04-23 14:39,Merch Systems,Limpopo,pricing-promotions
RET-1916,"Loyalty card lookup timing out at till, store W417",WRewards Loyalty,P3,Closed,2025-07-08 19:42,2025-07-09 23:30,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1917,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P4,Resolved,2025-10-14 09:17,2025-10-15 12:44,Loyalty Platform,North West,wrewards-loyalty
RET-1918,Invoice EDI mismatch blocking GRN for DC 4,Supply Chain EDI,P3,Resolved,2026-06-04 06:52,2026-06-09 01:08,Integration Hub,North West,supply-chain-edi
RET-1919,POS terminal offline — store W210 unable to trade on 45 lanes,POS & Tills,P3,Resolved,2026-06-01 20:52,2026-06-04 14:55,Store Systems,KwaZulu-Natal,pos-tills
RET-1920,"Promo price not applying at till for advertised line, store W310",Pricing & Promotions,P3,Open,2025-07-20 19:09,,Merch Systems,Gauteng,pricing-promotions
RET-1921,Duplicate vouchers issued to 8 members,WRewards Loyalty,P3,Closed,2025-12-15 09:00,2025-12-16 06:25,Loyalty Platform,KwaZulu-Natal,wrewards-loyalty
RET-1922,High packet loss to data centre from Mpumalanga stores,Store Network & Connectivity,P3,Closed,2025-09-24 19:38,2025-09-28 00:02,Network Ops,National / Online,store-network-connectivity
RET-1923,Picking app not releasing waves at DC 9,Order Fulfilment,P1,Closed,2025-09-23 10:12,2025-09-23 12:47,Fulfilment Tech,Western Cape,order-fulfilment
RET-1924,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P3,Closed,2025-11-03 08:45,2025-11-08 14:12,Digital Commerce,Eastern Cape,online-checkout
RET-1925,Order ORD-863465 split incorrectly across fulfilment nodes,Order Fulfilment,P4,Closed,2025-12-26 09:17,2025-12-29 02:22,Fulfilment Tech,Gauteng,order-fulfilment
RET-1926,EFT declines spiking at store W246 — response code 91,Payments & EFT,P3,Closed,2026-06-25 09:15,2026-06-27 15:34,Payments Ops,Gauteng,payments-eft
RET-1927,Till 10 frozen on tender screen at store W574,POS & Tills,P4,Resolved,2026-02-16 15:22,2026-02-17 16:30,Store Systems,Gauteng,pos-tills
RET-1928,WRewards linking failing in app with error ERR-517,WRewards Loyalty,P3,Closed,2026-06-01 18:25,2026-06-06 00:50,Loyalty Platform,Eastern Cape,wrewards-loyalty
RET-1929,New season SKUs missing attributes — 61 lines blocked from listing,Product Master Data,P2,Closed,2026-03-19 07:32,2026-03-20 03:26,Data Services,Gauteng,product-master-data
RET-1930,3-D Secure redirect loop on mobile web checkout,Online Checkout,P4,Closed,2026-04-27 08:43,2026-05-01 00:45,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1931,Basket total mismatch after promo applied at checkout,Online Checkout,P3,Closed,2026-06-19 07:05,2026-06-19 16:20,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1932,Negative SOH values appearing for 46 SKUs after nightly sync,Inventory & Stock Sync,P3,Closed,2025-08-09 10:09,2025-08-13 14:56,Merch Systems,Western Cape,inventory-stock-sync
RET-1933,Voucher PRM-8182 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P4,Closed,2025-10-01 16:39,2025-10-02 22:36,Payments Ops,Western Cape,gift-cards-vouchers
RET-1934,App login failing with error ERR-547 after release PRM-3698,Mobile App,P4,Open,2025-09-06 17:27,,Digital Commerce,Gauteng,mobile-app
RET-1935,App crash on product page for Android 14% of sessions,Mobile App,P4,Resolved,2025-09-25 11:59,2025-09-26 10:01,Digital Commerce,Western Cape,mobile-app
RET-1936,Negative SOH values appearing for 30 SKUs after nightly sync,Inventory & Stock Sync,P4,In Progress,2026-06-10 12:41,,Merch Systems,Free State,inventory-stock-sync
RET-1937,"POS EOD batch stuck at store W109, trading day not closed",POS & Tills,P3,In Progress,2026-04-04 17:42,,Store Systems,Gauteng,pos-tills
RET-1938,Images not loading on home screen — CDN 403s,Mobile App,P3,In Progress,2025-09-20 12:31,,Digital Commerce,Northern Cape,mobile-app
RET-1939,"Receipt printer failure on till 12, store W543",POS & Tills,P4,Closed,2026-03-17 14:32,2026-03-21 00:41,Store Systems,Gauteng,pos-tills
RET-1940,"POS EOD batch stuck at store W472, trading day not closed",POS & Tills,P3,Resolved,2025-09-12 20:31,2025-09-13 09:35,Store Systems,Gauteng,pos-tills
RET-1941,WRewards linking failing in app with error ERR-216,WRewards Loyalty,P4,In Progress,2026-01-19 18:50,,Loyalty Platform,Eastern Cape,wrewards-loyalty
RET-1942,Barcode scanner intermittently not reading at store W451,POS & Tills,P3,Closed,2025-09-16 17:57,2025-09-18 22:53,Store Systems,KwaZulu-Natal,pos-tills
RET-1943,"Tap-to-pay failing on new terminals, store W293",Payments & EFT,P3,In Progress,2026-02-08 18:22,,Payments Ops,Western Cape,payments-eft
RET-1944,"Promo price not applying at till for advertised line, store W516",Pricing & Promotions,P4,Closed,2026-05-22 07:59,2026-05-26 13:26,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1945,"Promo price not applying at till for advertised line, store W235",Pricing & Promotions,P4,Blocked,2026-01-30 15:20,,Merch Systems,National / Online,pricing-promotions
RET-1946,Dual-message settlement mismatch for trading date 2026-05-07,Payments & EFT,P3,Closed,2026-04-13 15:30,2026-04-17 14:04,Payments Ops,Free State,payments-eft
RET-1947,Voucher PRM-3003 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P3,In Progress,2026-05-12 20:44,,Payments Ops,Western Cape,gift-cards-vouchers
RET-1948,Delivery slot selection failing for Free State customers,Online Checkout,P4,Blocked,2025-07-21 14:28,,Digital Commerce,Gauteng,online-checkout
RET-1949,"Mismatch between shelf-edge label and till price, store W216",Pricing & Promotions,P4,In Progress,2025-08-03 08:51,,Merch Systems,North West,pricing-promotions
RET-1950,Checkout payment step returning 502 for 27% of sessions,Online Checkout,P4,In Progress,2026-03-11 13:55,,Digital Commerce,North West,online-checkout
RET-1951,Cycle-count variance file rejected for store W119,Inventory & Stock Sync,P3,Closed,2025-08-28 07:27,2025-08-29 19:18,Merch Systems,National / Online,inventory-stock-sync
RET-1952,Duplicate barcodes detected for 59 products,Product Master Data,P3,In Progress,2026-06-04 14:30,,Data Services,Mpumalanga,product-master-data
RET-1953,Store W245 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P2,Closed,2026-06-24 19:43,2026-06-25 10:23,Merch Systems,Mpumalanga,inventory-stock-sync
RET-1954,Wi-Fi outage in backup area of store W488 — RF guns offline,Store Network & Connectivity,P3,Closed,2026-01-07 18:18,2026-01-12 11:28,Network Ops,Western Cape,store-network-connectivity
RET-1955,Click-and-collect orders stuck in ALLOCATED for store W287,Order Fulfilment,P3,Open,2025-12-07 12:22,,Fulfilment Tech,Western Cape,order-fulfilment
RET-1956,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P1,Resolved,2026-03-28 06:48,2026-03-28 15:05,Digital Commerce,Gauteng,online-checkout
RET-1957,Card payments timing out across Mpumalanga stores,Payments & EFT,P4,Closed,2026-05-25 12:29,2026-05-28 00:24,Payments Ops,Gauteng,payments-eft
RET-1958,Gift card redemption declining with error ERR-482 at store W129,Gift Cards & Vouchers,P2,Resolved,2026-05-28 14:07,2026-05-29 14:52,Payments Ops,North West,gift-cards-vouchers
RET-1959,Stock-on-hand not syncing to online for DC 18 range,Inventory & Stock Sync,P3,Closed,2026-03-10 10:38,2026-03-14 04:42,Merch Systems,Gauteng,inventory-stock-sync
RET-1960,Push notifications not delivered for order updates,Mobile App,P3,Closed,2025-07-16 07:00,2025-07-19 12:15,Digital Commerce,Gauteng,mobile-app
RET-1961,Card payments timing out across North West stores,Payments & EFT,P2,Closed,2026-04-17 15:55,2026-04-18 11:09,Payments Ops,Northern Cape,payments-eft
RET-1962,Order ORD-813417 split incorrectly across fulfilment nodes,Order Fulfilment,P2,Blocked,2025-08-21 17:41,,Fulfilment Tech,Gauteng,order-fulfilment
RET-1963,"Tap-to-pay failing on new terminals, store W464",Payments & EFT,P3,Resolved,2026-01-13 13:05,2026-01-16 06:44,Payments Ops,KwaZulu-Natal,payments-eft
RET-1964,Checkout payment step returning 502 for 57% of sessions,Online Checkout,P2,In Progress,2026-03-02 11:45,,Digital Commerce,Gauteng,online-checkout
RET-1965,POS terminal offline — store W125 unable to trade on 12 lanes,POS & Tills,P3,Open,2025-10-27 10:03,,Store Systems,KwaZulu-Natal,pos-tills
RET-1966,Store W473 on 4G failover — degraded POS response,Store Network & Connectivity,P3,In Progress,2026-06-02 10:39,,Network Ops,Limpopo,store-network-connectivity
RET-1967,Price file failed to deploy to 18 stores overnight,Pricing & Promotions,P4,Open,2026-04-03 14:43,,Merch Systems,Gauteng,pricing-promotions
RET-1968,Order ORD-842543 split incorrectly across fulfilment nodes,Order Fulfilment,P4,Open,2025-11-05 14:20,,Fulfilment Tech,Western Cape,order-fulfilment
RET-1969,EDI 856 backlog of 14 messages at gateway,Supply Chain EDI,P2,Open,2026-06-04 16:59,,Integration Hub,Western Cape,supply-chain-edi
RET-1970,Picking app not releasing waves at DC 16,Order Fulfilment,P3,Open,2025-10-05 20:54,,Fulfilment Tech,Free State,order-fulfilment
RET-1971,High packet loss to data centre from Western Cape stores,Store Network & Connectivity,P3,Closed,2026-06-18 13:14,2026-06-19 21:55,Network Ops,Western Cape,store-network-connectivity
RET-1972,WRewards linking failing in app with error ERR-381,WRewards Loyalty,P4,In Progress,2026-03-08 11:59,,Loyalty Platform,National / Online,wrewards-loyalty
RET-1973,Images not loading on home screen — CDN 403s,Mobile App,P3,Closed,2026-01-05 06:33,2026-01-07 10:52,Digital Commerce,Gauteng,mobile-app
RET-1974,"POS EOD batch stuck at store W502, trading day not closed",POS & Tills,P2,Closed,2026-04-11 10:43,2026-04-12 19:18,Store Systems,Gauteng,pos-tills
RET-1975,3-D Secure redirect loop on mobile web checkout,Online Checkout,P3,Closed,2025-11-28 06:06,2025-12-01 01:31,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1976,Stock sync job overran window by 58 hours — online availability stale,Inventory & Stock Sync,P2,Open,2025-10-11 18:49,,Merch Systems,Western Cape,inventory-stock-sync
RET-1977,Push notifications not delivered for order updates,Mobile App,P4,Closed,2026-03-11 19:57,2026-03-12 10:51,Digital Commerce,Gauteng,mobile-app
RET-1978,Gift card balance enquiry timing out online,Gift Cards & Vouchers,P4,Closed,2026-05-12 17:02,2026-05-15 13:15,Payments Ops,Gauteng,gift-cards-vouchers
RET-1979,Cycle-count variance file rejected for store W489,Inventory & Stock Sync,P4,Open,2026-05-22 15:10,,Merch Systems,Western Cape,inventory-stock-sync
RET-1980,Unit-of-measure mismatch causing receiving failures at DC 15,Product Master Data,P2,Closed,2026-03-02 19:26,2026-03-04 02:36,Data Services,KwaZulu-Natal,product-master-data
RET-1981,Cycle-count variance file rejected for store W229,Inventory & Stock Sync,P3,Closed,2026-02-25 07:25,2026-02-28 20:39,Merch Systems,Western Cape,inventory-stock-sync
RET-1982,WRewards points not awarded on qualifying basket,WRewards Loyalty,P3,Open,2025-09-14 07:25,,Loyalty Platform,Mpumalanga,wrewards-loyalty
RET-1983,"Receipt printer failure on till 10, store W229",POS & Tills,P4,Closed,2026-06-13 16:38,2026-06-14 09:52,Store Systems,Eastern Cape,pos-tills
RET-1984,Dual-message settlement mismatch for trading date 2026-04-25,Payments & EFT,P4,Closed,2025-09-05 11:09,2025-09-06 06:31,Payments Ops,Free State,payments-eft
RET-1985,WRewards linking failing in app with error ERR-188,WRewards Loyalty,P4,Resolved,2026-02-08 20:08,2026-02-12 21:37,Loyalty Platform,National / Online,wrewards-loyalty
RET-1986,EDI 856 backlog of 59 messages at gateway,Supply Chain EDI,P1,Closed,2025-11-16 08:33,2025-11-16 19:34,Integration Hub,National / Online,supply-chain-edi
RET-1987,Basket total mismatch after promo applied at checkout,Online Checkout,P4,Closed,2026-04-10 20:40,2026-04-15 08:44,Digital Commerce,North West,online-checkout
RET-1988,Wi-Fi outage in backup area of store W474 — RF guns offline,Store Network & Connectivity,P3,Resolved,2026-03-11 16:54,2026-03-16 12:54,Network Ops,Eastern Cape,store-network-connectivity
RET-1989,Router config drift detected at store W389 after change,Store Network & Connectivity,P4,Closed,2026-02-05 14:10,2026-02-10 19:31,Network Ops,KwaZulu-Natal,store-network-connectivity
RET-1990,"POS EOD batch stuck at store W578, trading day not closed",POS & Tills,P4,Closed,2025-10-31 13:00,2025-11-02 10:12,Store Systems,National / Online,pos-tills
RET-1991,Push notifications not delivered for order updates,Mobile App,P3,Closed,2026-05-22 18:28,2026-05-26 16:00,Digital Commerce,Free State,mobile-app
RET-1992,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P2,Closed,2026-03-05 13:05,2026-03-06 03:31,Payments Ops,Gauteng,payments-eft
RET-1993,"Promo price not applying at till for advertised line, store W183",Pricing & Promotions,P3,Open,2026-01-16 17:35,,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1994,Push notifications not delivered for order updates,Mobile App,P2,In Progress,2026-06-15 11:38,,Digital Commerce,Gauteng,mobile-app
RET-1995,Dual-message settlement mismatch for trading date 2026-01-02,Payments & EFT,P4,Closed,2026-01-07 14:39,2026-01-11 03:24,Payments Ops,North West,payments-eft
RET-1996,"POS EOD batch stuck at store W474, trading day not closed",POS & Tills,P3,Resolved,2026-05-26 11:30,2026-05-29 09:05,Store Systems,Northern Cape,pos-tills
RET-1997,Dual-message settlement mismatch for trading date 2026-04-25,Payments & EFT,P2,In Progress,2026-05-30 10:04,,Payments Ops,Western Cape,payments-eft
RET-1998,3-D Secure redirect loop on mobile web checkout,Online Checkout,P3,Resolved,2025-10-24 15:01,2025-10-29 00:57,Digital Commerce,Gauteng,online-checkout
RET-1999,Card payments timing out across Eastern Cape stores,Payments & EFT,P4,Open,2026-01-03 06:04,,Payments Ops,KwaZulu-Natal,payments-eft
